"","alcohol_tr","aspirin","bmi_tr","calcium_sup_cat","diab","factor.newscr.1","factor.newscr.2","famhx1","fruit_tr","heightcm_tr","nsaids","redmeat_tr","smk_ever","smk_pkyr_tr"
"1",0.0055,-0.1276,0.0299,-0.1309,0.2137,0.4079,0.4408,0.2512,-0.0046,0.0054,-0.2197,0.1001,0.034,0.0057
"2",0.00591377478508237,-0.16625924537329,0.00972556052110706,-0.155488133312378,0.172263790648479,0.429073291511833,0.334052295428105,0.284649117049356,-0.0120365912842285,0.0105764240396581,-0.158120946408646,0.258823496691258,0.0066475289165091,0.00670147185110574
"3",0.0101774330796153,-0.184034383036712,0.0241293254168324,-0.113318331871434,0.156354303116879,0.82219437380356,0.311700715043542,0.305498655788442,-0.0161750006210138,0.00354679208259897,-0.210785078014424,0.284127800246608,0.116539817597938,0.00374590125465797
"4",0.00872866628196949,-0.135352482205966,0.0255095620533579,-0.105626749997871,0.207578945860366,0.469366941967678,0.489307744423731,0.306790995923197,-0.0094591862056462,0.00822248226126912,-0.25106520006123,0.178264879690136,-0.00131657336948438,0.00688654190827576
"5",0.00551547496771087,-0.157896561064838,0.0421572359335013,-0.119118463825815,0.2031767260401,-0.515480586310656,0.436808753947451,0.196926368092287,0.0357139038948633,0.00699609720173457,-0.199026493558975,0.286379253410158,0.0278563804162228,0.00587998007454915
"6",0.00997636921457394,-0.088133983576303,0.0225394827368407,-0.162282792712527,0.348030950110368,0.0193889803937137,0.486022337936415,0.133220696794994,0.00512814517968359,0.00879082994805538,-0.238690411583522,0.107561014251518,0.0620377290619825,0.00465003759769107
"7",0.00577137355018795,-0.19316553065257,0.0227509898247752,-0.118771238274897,0.272881466076768,0.0734487439983205,0.431565058574062,0.293849226584338,0.00622564266041131,0.00509060267878674,-0.165111519396477,0.0854793091145662,0.0489358018089301,0.00545233007711046
"8",0.00960214659190533,-0.142968146990047,0.0378106191215408,-0.137887743512912,0.219654611979823,0.208481300784647,0.450841942414604,0.224541654117443,-0.0076518989939785,0.00365195758001686,-0.27288690085362,0.116246805484625,0.0501096793137292,0.0043109159708346
"9",0.003378947998707,-0.103430595276714,0.0426522008519155,-0.135025752794024,0.277541155109407,-0.302104546424763,0.560508411311343,0.172314817391933,-0.0177250815510995,0.00818678887381155,-0.186065172309484,0.0982607182272937,0.0336565599923871,0.00639059886850211
"10",0.00695531695981905,-0.185601765895561,0.038266011207248,-0.0440135619977692,0.233111338632503,0.777008961236921,0.749099630129539,0.199970995990776,5.80967422469676e-06,0.00812470396369834,-0.22861770570626,-0.0692017909059047,0.00927339192115974,0.00740793725012674
