"","Asian/Pacific Islander","Black or African-American","White","all"
"value",0.119002959916363,0.0560613778973668,0.12728847456192,0.104484471389818
"1",0.111300646820587,0.0526192934797783,0.123364754254552,0.1035677696164
"2",0.100707543924824,0.0519288640176478,0.134895576598589,0.0975019995534673
"3",0.119778083044528,0.0617407521494886,0.125877600053879,0.114673755923444
"4",0.103790766814333,0.0536207702775747,0.140257315131035,0.10045506563559
"5",0.120233000044593,0.0384212569819606,0.13920612374326,0.103877622564074
"6",0.114484938259955,0.0433041596838618,0.117405371362848,0.10211103988423
"7",0.133044075293441,0.0509126628706447,0.130900081175154,0.111960295202339
"8",0.109572524281717,0.0456542550399579,0.11700695935113,0.102898807581545
"9",0.116516689771509,0.0610278689613084,0.115054468587318,0.109200330801262
"10",0.118280301751248,0.058529627610684,0.123289776690816,0.110123839772811
"11",0.110243436602107,0.0656684033396269,0.117933243283998,0.110120162792334
"12",0.102951315801414,0.0386651169449621,0.120073874260934,0.102842815271425
"13",0.12520929040552,0.0484680047915497,0.121383901205996,0.11282641837503
"14",0.0906175520533294,0.0562081748594419,0.113850505117754,0.105962112464566
"15",0.106436087657319,0.0530427584838881,0.116483526706806,0.110779835537544
"16",0.121603317149348,0.065461178611926,0.112716277969077,0.0986156012456315
"17",0.113250724798469,0.0607785535207199,0.141231474865968,0.103011196215507
"18",0.134145598513674,0.0489454612233795,0.13732952487897,0.110160221315705
"19",0.111071036522924,0.0609976701985441,0.126355226589234,0.0964055717586889
"20",0.124813542472881,0.038400049244372,0.127132751227571,0.107218438556851
"21",0.119018286009573,0.039005511102961,0.13028540709163,0.0931337532154579
"22",0.130189013853159,0.0526646702376481,0.124605435955642,0.109936795787627
"23",0.120341213038478,0.0520021964907197,0.12639905195668,0.104815458657287
"24",0.118687460047656,0.0582525783982998,0.134075884249776,0.0989465251753804
"25",0.126089682982539,0.0681867655405928,0.140245824850715,0.113922532987386
"26",0.105596245267632,0.0669178488494611,0.116014966685566,0.101696386632901
"27",0.131286408115056,0.0530937111461769,0.125096683437431,0.0935728114351865
"28",0.121069086676501,0.0828759498825055,0.137381879557277,0.0957207514903057
"29",0.1573762844803,0.058578178467084,0.129756328864659,0.105978347368834
"30",0.121137830163729,0.052273540646821,0.131501043966633,0.111299371002918
"31",0.123192947442627,0.0371256336141248,0.132867442761139,0.0937100438481043
"32",0.146897429725527,0.075791252976386,0.122342432362304,0.0978829718312548
"33",0.11092994160943,0.0762972203928325,0.126059717022922,0.111171826319981
"34",0.136281757295638,0.049897203936911,0.122016664707609,0.110663716336302
"35",0.133523024352161,0.0676537257422246,0.131648956973333,0.100345474087599
"36",0.104965548570758,0.0624230518579021,0.118825294842553,0.111819979011888
"37",0.130645582542327,0.0462780549342405,0.131896079583614,0.110047349405038
"38",0.110765947741588,0.056575168675307,0.124657984246667,0.0830665640530279
"39",0.137142018240123,0.0646818167881277,0.107442491317124,0.106144772929434
"40",0.148362296448577,0.0588429939111539,0.145036686231887,0.105916834133717
"41",0.12331838460107,0.0656792993494005,0.144902703632297,0.102312552490514
"42",0.117399955287098,0.0668790476337267,0.130679777901242,0.102623576321306
"43",0.128762747377769,0.0510171592801564,0.140763177077405,0.109529938443278
"44",0.140398350683885,0.0696696884982496,0.143056635036852,0.104206005471899
"45",0.11943626180543,0.0764412810601959,0.122002188905619,0.0997348862223699
"46",0.121292002002963,0.0675232982886507,0.136440243844135,0.104391754318615
"47",0.119700649957272,0.0581347371820221,0.127156947211893,0.0958359971512167
"48",0.111406835996719,0.0615581078956513,0.124523587897455,0.113858550061542
"49",0.106328215420514,0.0627245396578237,0.118702376074723,0.0950542157647183
"50",0.126615026812794,0.0468316534982333,0.139236152226379,0.116221882319358
"51",0.110476216907289,0.066537073915475,0.10921750828137,0.103521207210178
"52",0.14780151976397,0.0494832206595245,0.12667574069353,0.106492197000553
"53",0.119205200314311,0.0439336566200342,0.106642692339791,0.098552831861756
"54",0.119078211223968,0.0583676947494634,0.130085396366626,0.0987583700985336
"55",0.137166780566931,0.0621513457922398,0.124429696695057,0.106924754062548
"56",0.118092186631095,0.059159184865198,0.124151178815587,0.107967216094646
"57",0.150337498501235,0.042086608255119,0.125804523731152,0.109380361796846
"58",0.119383891861836,0.0609791591305572,0.137827597686975,0.106046821783119
"59",0.103284171082564,0.0676921776242581,0.136086431625608,0.102743234817594
"60",0.111596580250215,0.0547296023189386,0.137671727718039,0.10591851998916
"61",0.128918756988757,0.0613247710176796,0.127041293395778,0.111921365122069
"62",0.100035303149217,0.0516720658972745,0.123512517144531,0.110026182718217
"63",0.133820079280218,0.0539502732293711,0.109460658986989,0.104537910023313
"64",0.100821634582362,0.0477637576941695,0.122373781213103,0.106881934484809
"65",0.131915543579231,0.0871336531866994,0.140251508647158,0.109976466198854
"66",0.113459792601741,0.0639882151381768,0.136256686658622,0.108906263293074
"67",0.12156217215257,0.0577142704953743,0.148800450331487,0.102680215060038
"68",0.101097142063458,0.0612469799052842,0.119115795181275,0.105918893264245
"69",0.104242224597537,0.0463099782766987,0.128956671979834,0.103824910743626
"70",0.12413252465432,0.0359056302914789,0.133016357621195,0.11128518071796
"71",0.113066866014618,0.0542879831196237,0.132055707641832,0.103043228484499
"72",0.120244402193765,0.0666103754741797,0.108362326424289,0.100791572531685
"73",0.120976236095184,0.0534516731277789,0.133637064928993,0.111878388559497
"74",0.127027863966204,0.0750769653705606,0.14441851954689,0.100331409305636
"75",0.117262510397941,0.0630184526158675,0.135469187882735,0.0952609596004744
"76",0.127321856813113,0.0555474128179838,0.124739490883671,0.102203907437674
"77",0.127687438065249,0.0901254925080009,0.117357262452857,0.09203614003296
"78",0.117735710541887,0.0551474641503275,0.141568919766532,0.110067078484151
"79",0.133766959313293,0.0422255243104845,0.12778145922339,0.102242877968373
"80",0.131847374980744,0.0550614396411562,0.129891304443253,0.103909274155558
"81",0.154268291729058,0.0476430795217567,0.128236392068176,0.10234938743581
"82",0.144773015084492,0.0447003778739106,0.121268786399517,0.106504354912079
"83",0.115396225143008,0.0355840545442935,0.116726749808072,0.112852503880158
"84",0.104805384321738,0.0543853583078183,0.130498949607985,0.0963829363503391
"85",0.112720781172146,0.04284926311889,0.129527136065724,0.106591045956786
"86",0.104339042536643,0.0558982923238466,0.126013034660498,0.104287040723414
"87",0.121150748948024,0.048052183785719,0.112510686556125,0.09823500670731
"88",0.126905216506355,0.0625545837668726,0.125444976521575,0.106693740153579
"89",0.111818141698452,0.0638208609803003,0.138768818345139,0.110280814715655
"90",0.106668502559441,0.0575016778701117,0.123619613522979,0.102838153549733
"91",0.102397375503879,0.0545209190476769,0.116952996156321,0.107186200056936
"92",0.102769384314852,0.0386429350760348,0.135853351206277,0.0937520916963047
"93",0.127117068796032,0.0516374897816644,0.12386558983232,0.0969525061894124
"94",0.0929814307028003,0.0609432776086315,0.138106379455361,0.100406674735978
"95",0.12201776093855,0.063995257814913,0.120276135841293,0.0998053960049231
"96",0.116164201070666,0.0455977736075405,0.118057922014792,0.104413207550321
"97",0.11081679983496,0.0561946866111027,0.126688229877979,0.100248276947959
"98",0.121051357322664,0.0537734245988554,0.145944107655702,0.104367865604157
"99",0.12645891466712,0.0681330882259676,0.122735910195389,0.100305553422362
"100",0.133232163803115,0.0769613493087252,0.143891741444889,0.0994545700974488
"101",0.119895759222812,0.0577194498812124,0.114865524837393,0.101177471084794
"102",0.124682020847814,0.0723448263844306,0.120938756340162,0.0902380683703669
"103",0.118763759079351,0.0417858045451331,0.138633995929477,0.109421317240935
"104",0.125434845820642,0.0497342349556388,0.124966282402826,0.107466057554763
"105",0.123193537550789,0.0459991341210234,0.138135901192589,0.109169645681591
"106",0.142784632698485,0.0664962423209211,0.131879094195693,0.0972059563290085
"107",0.115957038429034,0.0421297221566891,0.123719000688639,0.102146098021124
"108",0.111206550523115,0.064112417783428,0.11349471569528,0.108637199151788
"109",0.102627304369539,0.050276122378726,0.130709956423682,0.113036478828818
"110",0.108126854148174,0.05218256654623,0.0957934501965318,0.114498284617109
"111",0.111940615717769,0.0537201607863534,0.128037910632814,0.113820537688732
"112",0.127324021500994,0.0655916063608529,0.129514411885389,0.109109716116192
"113",0.114782216490708,0.0636447839656149,0.134763122929472,0.100585045645231
"114",0.132125449156408,0.0713686314945879,0.149806670975951,0.113576675948715
"115",0.113800278919012,0.0552144763039597,0.1189074357261,0.100358741170111
"116",0.132259285738177,0.0672771437952954,0.116227137361901,0.108895087585071
"117",0.154172661425412,0.0611108019052858,0.115927299105959,0.103308953054726
"118",0.114395118795871,0.0559061661441557,0.120686031562788,0.109100551541581
"119",0.108286888489886,0.0597282648191985,0.133748883364434,0.110161081512799
"120",0.129652544186437,0.0618203212780319,0.130538303545285,0.0952232445512603
"121",0.113279487224592,0.0679853134411772,0.134735259345714,0.103404494746551
"122",0.110389548226438,0.0615578951674302,0.147976549826965,0.10678065747891
"123",0.13380953372952,0.0634339357955206,0.12765951542685,0.103280999207762
"124",0.13478902897196,0.0536483052879237,0.127111543307284,0.108686597886307
"125",0.111852717980125,0.0615747173681723,0.102760651760213,0.103170217659217
"126",0.105447203675365,0.0470353386070745,0.130792143531592,0.102853086927507
"127",0.140306770964618,0.0658658044241147,0.137765353840094,0.104146273671376
"128",0.118674786178898,0.0509613781584705,0.122657992716992,0.111796525589218
"129",0.103568878318322,0.0460415236252723,0.125837074136729,0.111912167491567
"130",0.115158487739957,0.0512935099052473,0.127398143389786,0.103121269033991
"131",0.103685087383132,0.0490940954457122,0.123164103725467,0.106995107261897
"132",0.116585769572239,0.0821531145424654,0.141674431549918,0.106769116814419
"133",0.0976590834117187,0.0360140617731064,0.128144450376029,0.0986939413091773
"134",0.106725625141625,0.0584018774734161,0.120795237617113,0.108925902691937
"135",0.13001615038764,0.0475133488240472,0.115663844250849,0.10210290006148
"136",0.124400372213087,0.0485750540200601,0.109724484083372,0.107951037046734
"137",0.14997739968651,0.0455131042575113,0.117553984221753,0.0967687269855605
"138",0.124833153277935,0.0612086704706613,0.126388557506391,0.111776205660496
"139",0.111569609817106,0.0613023144598762,0.118399338243998,0.10262635870197
"140",0.132520816395862,0.0437890146479,0.134634198599656,0.113343250635877
"141",0.112218019793077,0.0525381062869212,0.135365840842632,0.107033366597674
"142",0.107005442320873,0.0758328760360157,0.128633991016891,0.0986582298478611
"143",0.129249733006537,0.0602274250528388,0.137562672704459,0.104594712780678
"144",0.106359400378469,0.0543165699440872,0.136584326986501,0.105635667144006
"145",0.117833799748509,0.039951460318844,0.114649235273129,0.101519980720654
"146",0.111301199345335,0.0622819004629139,0.148752609951709,0.107911197970946
"147",0.130513666500884,0.0477136960846997,0.1276095424765,0.1018361317307
"148",0.117633677521001,0.0577696361638231,0.111991938012836,0.102491012631222
"149",0.132965698663983,0.0394591132504032,0.11989054588344,0.118997265911377
"150",0.122786586123588,0.0573230023780769,0.153231670057168,0.106439132000351
"151",0.107911600200925,0.0474772825991663,0.125019148045241,0.10861522973487
"152",0.114076865520347,0.0467961924472449,0.127055660721117,0.106777716513912
"153",0.111312476294337,0.0631227745131044,0.125516523659646,0.118604724333552
"154",0.109166325558436,0.047284890247708,0.125155765551815,0.105663458723087
"155",0.129061191857631,0.0835423870467988,0.134686957700997,0.108798903459105
"156",0.137527477140864,0.053415774148877,0.127509633428985,0.110945264856119
"157",0.120261993302066,0.0640686214521455,0.11286416703531,0.106666540773572
"158",0.103622821666345,0.0605547096260107,0.139338890759016,0.097570864473045
"159",0.107878341144954,0.073332439108185,0.144437920304857,0.0994102672047513
"160",0.105664365699907,0.0646043293920697,0.122126425069652,0.106745996780624
"161",0.128030512745541,0.0446951608049523,0.137852717702074,0.105410989802517
"162",0.133104302740765,0.051905416211779,0.132759129520834,0.0971655742529635
"163",0.126862627242747,0.0570784516102248,0.124173568618075,0.106337818448062
"164",0.105446738823114,0.0438599222211461,0.135261139897693,0.102335573157548
"165",0.130700397903466,0.0454508332788444,0.137756883176708,0.101420567987861
"166",0.115223513190058,0.0426361829052787,0.12201111573833,0.108504920070527
"167",0.101437691460473,0.0808914547225833,0.127513142540353,0.114024154055844
"168",0.132116448046193,0.0669896795394958,0.12216204515757,0.105702310005335
"169",0.100147178312163,0.0560463131403839,0.107001196814949,0.1048881677069
"170",0.125995724557422,0.0476970975479459,0.127925184217182,0.107164700591801
"171",0.101582751439014,0.0714740597951455,0.133352931819506,0.110895792860526
"172",0.109771496008271,0.049993552206182,0.131829052144844,0.104817129829668
"173",0.120954978815264,0.0741025838125783,0.114552997837224,0.107094542681567
"174",0.115945094577138,0.0440734115978135,0.135349998959159,0.0912228768170827
"175",0.103537469740224,0.0567371617351998,0.122977265668625,0.101135113844341
"176",0.123145356786772,0.0544319394924125,0.125271724245243,0.116119375440668
"177",0.106171843638751,0.0644560114296396,0.140095405645691,0.114297330619584
"178",0.112612490863506,0.0483864290582044,0.125076319607156,0.110207332791806
"179",0.0950089259059157,0.0578598534094996,0.115612094891306,0.103794476981305
"180",0.101982334965938,0.0690654037764385,0.128044979146048,0.10453815807201
"181",0.123021976358009,0.0600752267797189,0.135445659968333,0.0953721726960608
"182",0.127573828865467,0.0460429426094803,0.130394414223225,0.113593239351228
"183",0.105725737193923,0.0663376409230668,0.113070122193321,0.100453740638263
"184",0.0827380579034455,0.0646143906999124,0.111451803595581,0.105856675056513
"185",0.124934625323192,0.0601090758632993,0.118933390689449,0.10655279011504
"186",0.136851042984943,0.0574931498550265,0.144434214927579,0.0937130806629409
"187",0.0988537651813934,0.0763338767896863,0.122395285405374,0.104686416517403
"188",0.107214686743636,0.0654198684459926,0.130295302970802,0.110099175380614
